Model:	LI-7200 Enclosed CO2/H2O Analyzer
SN:	72H-0848
Instrument:	LATICE-Flux_Finse
File Type:	2
Software Version:	8.7.5
Timestamp:	09:30:00
Timezone:	UTC
DATAH	Seconds	Nanoseconds	Diagnostic Value	Diagnostic Value 2	Date	Time	CO2 (mmol/m^3)	H2O (mmol/m^3)	Total Pressure (kPa)	Aux 1 - U (m/s)	Aux 2 - V (m/s)	Aux 3 - W (m/s)	Aux 4 - SOS (m/s)	CO2 dry(umol/mol)	H2O dry(mmol/mol)	Cell Temperature (C)	Temperature In (C)	Temperature Out (C)	Average Signal Strength	CO2 Signal Strength	H2O Signal Strength	Delta Signal Strength	Flow Rate (lpm)	CHK
DATA	1534152925	100000000	8191	1	2018-08-13	09:35:25:100	14.2161	217.214	86.2939	-0.740762	-1.31725	-0.325231	336.943	395.566	6.04405	13.9561	15.7362	13.511	101.669	101.26	102.078	-0.817919	15.0534	157
DATA	1534152925	200000000	8191	1	2018-08-13	09:35:25:200	14.2155	216.241	86.2867	-0.884629	-1.33358	-0.397165	336.978	395.503	6.01627	13.94	15.7934	13.4766	101.673	101.262	102.084	-0.821829	15.0534	195
DATA	1534152925	300000000	8191	1	2018-08-13	09:35:25:300	14.2124	213.469	86.292	-0.996866	-1.60294	-0.405072	336.818	395.34	5.93797	13.8854	15.7654	13.4153	101.67	101.26	102.08	-0.819993	15.0534	 52
DATA	1534152925	400000000	8191	1	2018-08-13	09:35:25:400	14.2119	213.608	86.289	-1.09176	-1.52336	-0.373187	337.2	395.407	5.94303	13.9336	15.7819	13.4715	101.671	101.262	102.08	-0.81768	15.0534	227
DATA	1534152925	500000000	8191	1	2018-08-13	09:35:25:500	14.2189	214.487	86.2902	-1.53764	-1.25195	-0.317834	337.151	395.597	5.96744	13.9405	15.7196	13.4957	101.672	101.262	102.082	-0.819755	15.0534	  3
DATA	1534152925	600000000	8191	1	2018-08-13	09:35:25:600	14.2083	214.007	86.2943	-1.9519	-1.01319	-0.644085	336.992	395.381	5.95528	13.9027	15.7654	13.437	101.672	101.265	102.08	-0.815368	15.0534	 82
DATA	1534152925	700000000	8191	1	2018-08-13	09:35:25:700	14.2118	212.869	86.2902	-1.76212	-1.0938	-0.572917	337.056	395.5	5.92394	13.9465	15.8468	13.4715	101.672	101.262	102.082	-0.819755	15.0534	 95
DATA	1534152925	800000000	8191	1	2018-08-13	09:35:25:800	14.2084	213.312	86.289	-1.29888	-1.26827	-0.572917	336.945	395.424	5.93653	13.9917	15.843	13.5289	101.672	101.262	102.082	-0.819755	15.0534	167
DATA	1534152925	900000000	8191	1	2018-08-13	09:35:25:900	14.2124	213.489	86.2884	-1.47336	-1.0438	-0.201261	337.009	395.467	5.94042	13.9548	15.7603	13.5034	101.671	101.262	102.08	-0.81768	15.0534	 66
DATA	1534152926	0	8191	1	2018-08-13	09:35:26:000	14.21	213.069	86.2914	-1.77844	-0.629546	0.285948	337.106	395.32	5.92754	13.9828	15.829	13.5213	101.67	101.26	102.08	-0.819993	15.0534	 21
DATA	1534152926	100000000	8191	1	2018-08-13	09:35:26:100	14.2208	213.452	86.2968	-1.74477	-0.644851	0.0818817	337.043	395.626	5.93829	13.8887	15.7006	13.4358	101.668	101.258	102.078	-0.820243	15.0534	 50
DATA	1534152926	200000000	8191	1	2018-08-13	09:35:26:200	14.2156	213.365	86.2939	-2.17535	-0.454048	0.0780555	337.232	395.521	5.93644	13.9594	15.7832	13.5034	101.672	101.262	102.082	-0.819755	15.0534	 27
DATA	1534152926	300000000	8191	1	2018-08-13	09:35:26:300	14.2089	213.66	86.2945	-2.09678	-0.516289	0.182129	337.234	395.254	5.94346	13.9492	15.7679	13.4945	101.67	101.26	102.08	-0.819993	15.0534	 72
DATA	1534152926	400000000	8191	1	2018-08-13	09:35:26:400	14.2146	214.903	86.2975	-1.90394	-0.437723	0.285948	337.25	395.461	5.97874	13.9561	15.7514	13.5072	101.671	101.262	102.08	-0.81768	14.8073	105
DATA	1534152926	500000000	8191	1	2018-08-13	09:35:26:500	14.2158	216.129	86.2934	-1.55295	-0.500984	0.257889	337.313	395.504	6.013	13.9293	15.7247	13.4804	101.671	101.265	102.078	-0.813293	14.8073	140
DATA	1534152926	600000000	8191	1	2018-08-13	09:35:26:600	14.2107	218.084	86.294	-1.55295	-0.357117	0.186211	337.171	395.425	6.0684	13.8839	15.6967	13.4307	101.668	101.258	102.078	-0.820243	14.8073	143
DATA	1534152926	700000000	8191	1	2018-08-13	09:35:26:700	14.2072	215.89	86.2951	-1.3448	-0.197945	0.042854	337.456	395.289	6.00675	14.0037	15.8468	13.5429	101.669	101.26	102.078	-0.817919	14.8073	121
DATA	1534152926	800000000	8191	1	2018-08-13	09:35:26:800	14.2129	215.092	86.3012	-1.64988	-0.502004	0.097952	337.249	395.466	5.98481	13.9826	15.8481	13.5162	101.67	101.263	102.078	-0.815618	14.8073	206
DATA	1534152926	900000000	8191	1	2018-08-13	09:35:26:900	14.2123	217.223	86.2939	-1.61825	-0.598936	0.0502514	337.599	395.508	6.04501	13.9303	15.8113	13.4601	101.669	101.263	102.076	-0.813544	14.8073	 25
DATA	1534152927	0	8191	1	2018-08-13	09:35:27:000	14.1982	223.14	86.2945	-1.74477	-0.499963	0.0186211	337.759	395.247	6.21171	14.0186	15.8647	13.5571	101.664	101.258	102.07	-0.811958	14.8073	 74
DATA	1534152927	100000000	8191	1	2018-08-13	09:35:27:100	14.197	228.424	86.2909	-1.58458	-0.357117	0.421398	337.697	395.205	6.35871	13.9957	15.796	13.5456	101.666	101.26	102.072	-0.81172	14.8073	 64
DATA	1534152927	200000000	8191	1	2018-08-13	09:35:27:200	14.2028	227.294	86.2957	-1.71314	-0.0530573	0.369616	337.394	395.356	6.32707	13.9885	15.9028	13.5099	101.667	101.26	102.074	-0.813782	14.8073	  2
DATA	1534152927	300000000	8191	1	2018-08-13	09:35:27:300	14.2072	223.822	86.2945	-1.48765	-0.039793	0.205852	337.664	395.468	6.23028	13.9429	15.7668	13.4869	101.667	101.26	102.074	-0.813782	14.8073	220
DATA	1534152927	400000000	8191	1	2018-08-13	09:35:27:400	14.2039	223.18	86.2939	-1.37745	0.0601997	0.0385176	337.377	395.318	6.2115	13.9717	15.7884	13.5175	101.666	101.258	102.074	-0.816095	14.8073	219
DATA	1534152927	500000000	8191	1	2018-08-13	09:35:27:500	14.2028	223.442	86.2975	-1.80599	-0.469353	0.129837	337.586	395.339	6.21955	14.0048	15.8316	13.5481	101.666	101.26	102.072	-0.81172	14.8073	151
DATA	1534152927	600000000	8191	1	2018-08-13	09:35:27:600	14.1949	226.308	86.2945	-1.90496	-0.614241	0.225749	337.585	395.072	6.29859	13.9617	15.8253	13.4958	101.665	101.26	102.07	-0.809646	14.8073	182
DATA	1534152927	700000000	8191	1	2018-08-13	09:35:27:700	14.1928	229.79	86.2932	-2.22331	-0.212229	0.484913	337.758	395.145	6.39764	13.9957	15.7299	13.5622	101.665	101.26	102.07	-0.809646	14.8073	125
DATA	1534152927	800000000	8191	1	2018-08-13	09:35:27:800	14.1927	232.092	86.2951	-1.69885	-0.773413	0.225749	337.682	395.049	6.46018	13.9878	15.7668	13.543	101.665	101.26	102.07	-0.809646	14.8073	135
DATA	1534152927	900000000	8191	1	2018-08-13	09:35:27:900	14.1921	233.054	86.2939	-1.79171	-0.564244	0.420887	337.599	395.044	6.48716	13.9513	15.7884	13.492	101.667	101.263	102.072	-0.809407	14.8073	221
DATA	1534152928	0	8191	1	2018-08-13	09:35:28:000	14.1934	231.477	86.2975	-1.98251	-0.292836	0.545368	337.667	395.082	6.44331	13.9487	15.8164	13.4818	101.665	101.26	102.07	-0.809646	14.8073	 40
DATA	1534152928	100000000	8191	1	2018-08-13	09:35:28:100	14.1934	231.154	86.3029	-1.79171	-0.629546	0.202281	337.521	395.145	6.43533	13.9656	15.8036	13.506	101.666	101.263	102.07	-0.807333	14.8073	112
DATA	1534152928	200000000	8191	1	2018-08-13	09:35:28:200	14.1954	232.025	86.2945	-1.52234	-0.757087	0.461701	337.873	395.248	6.46033	13.9791	15.7998	13.5239	101.665	101.263	102.068	-0.805259	14.8073	  4
DATA	1534152928	300000000	8191	1	2018-08-13	09:35:28:300	14.1845	236.782	86.2926	-1.77436	-0.101013	0.572917	337.776	394.93	6.59257	13.9794	15.7808	13.529	101.666	101.263	102.07	-0.807333	14.8073	115
DATA	1534152928	400000000	8191	1	2018-08-13	09:35:28:400	14.19	236.092	86.2975	-1.7611	-0.422418	0.548939	337.712	395.062	6.57301	13.9656	15.8036	13.506	101.666	101.263	102.07	-0.807333	14.8073	238
DATA	1534152928	500000000	8191	1	2018-08-13	09:35:28:500	14.1931	234.262	86.2951	-1.52132	-0.340791	0.680817	337.572	395.132	6.52177	13.9692	15.7299	13.529	101.663	101.258	102.068	-0.809884	14.8073	208
DATA	1534152928	600000000	8191	1	2018-08-13	09:35:28:600	14.1948	233.546	86.2934	-1.68049	-0.0540777	0.497412	337.682	395.189	6.50202	14.0135	15.7986	13.5673	101.668	101.265	102.072	-0.807083	14.8073	 60
DATA	1534152928	700000000	8191	1	2018-08-13	09:35:28:700	14.1999	231.193	86.2969	-1.50397	-0.373442	0.61271	337.586	395.239	6.435	13.9475	15.7744	13.4907	101.667	101.263	102.072	-0.809407	14.8073	123
DATA	1534152928	800000000	8191	1	2018-08-13	09:35:28:800	14.2004	228.79	86.2951	-1.56723	-0.436703	0.561438	337.599	395.28	6.36858	13.9215	15.7973	13.4525	101.67	101.263	102.076	-0.813544	14.8073	117
DATA	1534152928	900000000	8191	1	2018-08-13	09:35:28:900	14.2121	223.956	86.2987	-1.7611	-0.2459	0.381094	336.643	395.53	6.23283	13.9605	15.7986	13.5009	101.673	101.265	102.08	-0.815368	14.8073	  4
DATA	1534152929	0	8191	1	2018-08-13	09:35:29:000	14.2267	214.659	86.2975	-1.66314	-0.437723	0.44512	336.722	395.775	5.97162	13.9575	15.7935	13.4985	101.673	101.263	102.083	-0.819767	14.8073	 97
DATA	1534152929	100000000	8191	1	2018-08-13	09:35:29:100	14.2303	211.247	86.2981	-1.40908	-0.405072	0.433131	337.298	395.837	5.87614	13.9134	15.7262	13.4602	101.671	101.263	102.078	-0.815618	14.8073	217
DATA	1534152929	200000000	8191	1	2018-08-13	09:35:29:200	14.2104	217.309	86.2981	-1.31215	-0.229575	0.465017	337.345	395.348	6.04575	13.9554	15.8139	13.4908	101.669	101.261	102.078	-0.817931	14.8073	244
DATA	1534152929	300000000	8191	1	2018-08-13	09:35:29:300	14.2222	214.215	86.2957	-1.48765	-0.327527	0.202026	336.945	395.699	5.96002	13.9602	15.8329	13.4921	101.672	101.261	102.083	-0.822079	14.8073	234
DATA	1534152929	400000000	8191	1	2018-08-13	09:35:29:400	14.2227	209.741	86.2981	-1.49071	-0.260185	0.189782	336.802	395.626	5.83426	13.9355	15.8215	13.464	101.674	101.263	102.085	-0.821841	14.8073	195
DATA	1534152929	500000000	8191	1	2018-08-13	09:35:29:500	14.2273	208.456	86.3035	-1.29684	-0.18468	0.0543327	336.723	395.726	5.7981	13.9491	15.7719	13.4933	101.674	101.263	102.085	-0.821841	14.8073	212
DATA	1534152929	600000000	8191	1	2018-08-13	09:35:29:600	14.225	207.76	86.2957	-1.10502	-0.134684	-0.018366	337.073	395.72	5.77958	13.9327	15.7719	13.4729	101.673	101.263	102.083	-0.819767	14.8073	161
DATA	1534152929	700000000	8191	1	2018-08-13	09:35:29:700	14.2264	207.774	86.2963	-0.977479	-0.0193863	-0.145908	337.137	395.761	5.78001	13.9988	15.791	13.5508	101.67	101.258	102.083	-0.824392	14.8073	 78
DATA	1534152929	800000000	8191	1	2018-08-13	09:35:29:800	14.2209	208.901	86.2975	-1.26623	-0.359157	0.0818817	336.947	395.61	5.81139	13.948	15.7821	13.4895	101.675	101.265	102.085	-0.819528	14.8073	234
DATA	1534152929	900000000	8191	1	2018-08-13	09:35:29:900	14.2269	209.134	86.2945	-1.12339	-0.0683623	0.0589242	337.058	395.751	5.8175	13.935	15.7732	13.4755	101.672	101.261	102.083	-0.822079	14.8073	  1
DATA	1534152930	0	8191	1	2018-08-13	09:35:30:000	14.2271	208.629	86.2999	-1.28154	-0.133664	0.00663217	337.01	395.808	5.80421	13.966	15.6931	13.5342	101.673	101.261	102.085	-0.824153	14.8073	 77
DATA	1534152930	100000000	8191	1	2018-08-13	09:35:30:100	14.2253	208.486	86.2981	-1.17032	-0.278551	0.122185	336.883	395.671	5.79896	13.8983	15.6918	13.45	101.674	101.263	102.085	-0.821841	14.8073	145
DATA	1534152930	200000000	8191	1	2018-08-13	09:35:30:200	14.2261	208.474	86.2957	-1.2193	-0.00408133	0.185701	337.075	395.757	5.79954	13.9177	15.7274	13.4653	101.674	101.263	102.085	-0.821841	14.8073	 25
DATA	1534152930	300000000	8191	1	2018-08-13	09:35:30:300	14.2225	208.67	86.3041	-0.931564	0.0571387	-0.0540777	337.233	395.648	5.8049	13.9534	15.7579	13.5023	101.674	101.263	102.085	-0.821841	14.8073	 21
DATA	1534152930	400000000	8191	1	2018-08-13	09:35:30:400	14.2248	208.877	86.2975	-0.913198	-0.00510167	-0.0380074	337.379	395.679	5.81014	13.9532	15.7618	13.501	101.674	101.263	102.085	-0.821841	14.8073	173
DATA	1534152930	500000000	8191	1	2018-08-13	09:35:30:500	14.2217	208.588	86.2987	-1.07543	0.0897893	0.102288	337.106	395.589	5.80205	13.9598	15.6931	13.5265	101.671	101.261	102.081	-0.820005	14.8073	247
DATA	1534152930	600000000	8191	1	2018-08-13	09:35:30:600	14.2245	208.738	86.2993	-1.05707	0.108155	0.0344362	337.154	395.747	5.80743	13.97	15.7796	13.5176	101.672	101.261	102.083	-0.822079	14.8073	143
DATA	1534152930	700000000	8191	1	2018-08-13	09:35:30:700	14.2243	209.015	86.3012	-0.881568	-0.0540777	-0.0933605	337.217	395.647	5.81371	13.9478	15.7656	13.4933	101.676	101.265	102.087	-0.821602	14.8073	178
DATA	1534152930	800000000	8191	1	2018-08-13	09:35:30:800	14.2243	208.948	86.3018	-1.17032	-0.0846877	0.130092	337.155	395.696	5.8126	13.9649	15.805	13.5048	101.672	101.261	102.083	-0.822079	14.8073	182
DATA	1534152930	900000000	8191	1	2018-08-13	09:35:30:900	14.2249	208.557	86.2981	-0.835653	-0.2459	0.00255083	337.091	395.695	5.80143	13.9479	15.8013	13.4845	101.673	101.261	102.085	-0.824153	14.8073	 37
DATA	1534152931	0	8191	1	2018-08-13	09:35:31:000	14.2239	208.403	86.2981	-1.05911	-0.260185	0.126266	336.867	395.653	5.79694	13.9269	15.7835	13.4628	101.674	101.263	102.085	-0.821829	14.8073	119
DATA	1534152931	100000000	8191	1	2018-08-13	09:35:31:100	14.2213	208.513	86.2932	-1.18665	-0.406093	0.00229575	336.787	395.629	5.80074	13.9573	15.7822	13.5011	101.676	101.265	102.087	-0.82159	14.8073	 18
DATA	1534152931	200000000	8191	1	2018-08-13	09:35:31:200	14.2261	208.324	86.2963	-1.28256	-0.2459	-0.0178558	336.93	395.661	5.79398	13.9303	15.744	13.4769	101.676	101.265	102.087	-0.82159	14.8073	 96
DATA	1534152931	300000000	8191	1	2018-08-13	09:35:31:300	14.2255	208.396	86.3006	-1.24991	-0.484658	-0.0778004	336.788	395.658	5.79619	13.9079	15.6881	13.4628	101.673	101.263	102.083	-0.819755	14.8073	118
DATA	1534152931	400000000	8191	1	2018-08-13	09:35:31:400	14.2252	208.491	86.2999	-1.31317	-0.438743	-0.126011	336.755	395.716	5.79977	13.9594	15.772	13.5062	101.674	101.263	102.085	-0.821829	14.0671	240
DATA	1534152931	500000000	8191	1	2018-08-13	09:35:31:500	14.2246	208.315	86.2981	-1.2193	-0.263246	0.00204067	337.042	395.754	5.79568	14.0048	15.7491	13.5687	101.673	101.263	102.083	-0.819755	14.0671	 22
DATA	1534152931	600000000	8191	1	2018-08-13	09:35:31:600	14.2267	208.057	86.2932	-1.24991	-0.310181	0.00637708	336.753	395.779	5.78802	13.9788	15.7466	13.5368	101.673	101.261	102.085	-0.824153	14.0671	 97
DATA	1534152931	700000000	8191	1	2018-08-13	09:35:31:700	14.2251	207.925	86.2981	-0.996866	-0.325486	-0.0502514	336.962	395.769	5.78485	13.9836	15.7707	13.5368	101.675	101.265	102.085	-0.819516	14.0671	175
DATA	1534152931	800000000	8191	1	2018-08-13	09:35:31:800	14.2254	207.162	86.3018	-1.03972	-0.533634	0.146163	336.706	395.652	5.76184	13.9262	15.7746	13.4641	101.674	101.263	102.085	-0.821829	14.0671	225
DATA	1534152931	900000000	8191	1	2018-08-13	09:35:31:900	14.2271	207.222	86.3041	-1.20195	-0.292836	0.134174	336.771	395.635	5.76257	13.9207	15.6652	13.4845	101.674	101.263	102.085	-0.821829	14.0671	224
DATA	1534152932	0	8191	1	2018-08-13	09:35:32:000	14.2268	207.22	86.3071	-1.07441	-0.197945	0.209678	336.931	395.701	5.76356	13.9771	15.8813	13.5011	101.673	101.261	102.085	-0.824153	14.0671	 30
DATA	1534152932	100000000	8191	1	2018-08-13	09:35:32:100	14.2291	206.639	86.3066	-0.850958	-0.134684	0.0660666	336.916	395.715	5.74667	13.9704	15.7097	13.5355	101.675	101.263	102.087	-0.823903	14.0671	 97
DATA	1534152932	200000000	8191	1	2018-08-13	09:35:32:200	14.2248	206.452	86.3091	-0.915239	-0.021427	0.018366	337.026	395.664	5.74249	13.928	15.7682	13.4679	101.675	101.263	102.087	-0.823903	14.0671	229
DATA	1534152932	300000000	8191	1	2018-08-13	09:35:32:300	14.2263	206.501	86.3103	-0.931564	-0.197945	0.0663217	336.882	395.654	5.7431	13.9573	15.7822	13.5011	101.676	101.265	102.087	-0.82159	14.0671	218
DATA	1534152932	400000000	8191	1	2018-08-13	09:35:32:400	14.229	206.807	86.3085	-0.738721	0.042854	0.0224473	337.057	395.722	5.75152	13.9211	15.739	13.4666	101.675	101.263	102.087	-0.823903	14.0671	175
DATA	1534152932	500000000	8191	1	2018-08-13	09:35:32:500	14.2289	207.2	86.306	-0.577509	-0.070403	0.0499963	337.137	395.724	5.7625	13.8875	15.6983	13.4347	101.676	101.265	102.087	-0.82159	14.0671	103
DATA	1534152932	600000000	8191	1	2018-08-13	09:35:32:600	14.227	207.576	86.3096	-0.740762	0.233656	-0.0933605	337.219	395.691	5.77326	13.9232	15.6678	13.4871	101.674	101.263	102.085	-0.821841	14.0671	 39
DATA	1534152932	700000000	8191	1	2018-08-13	09:35:32:700	14.2232	208.229	86.3048	-0.963194	0.393849	-0.0540777	337.043	395.561	5.79104	13.9774	15.7086	13.5446	101.674	101.263	102.085	-0.821841	14.0671	 92
DATA	1534152932	800000000	8191	1	2018-08-13	09:35:32:800	14.2265	208.438	86.3018	-1.08972	0.620363	0.0262736	336.849	395.664	5.79702	13.9365	15.6322	13.5126	101.676	101.265	102.087	-0.82159	14.0671	200
DATA	1534152932	900000000	8191	1	2018-08-13	09:35:32:900	14.2261	208.367	86.3036	-1.05707	0.331608	-0.297172	336.705	395.731	5.7962	13.9558	15.7542	13.5062	101.673	101.261	102.085	-0.824153	14.0671	174
DATA	1534152933	0	8191	1	2018-08-13	09:35:33:000	14.2245	208.126	86.3059	-0.930544	0.186721	-0.256869	337.105	395.704	5.78975	13.9767	15.7517	13.533	101.675	101.263	102.087	-0.823903	14.0671	112
DATA	1534152933	100000000	8191	1	2018-08-13	09:35:33:100	14.2257	207.649	86.2993	-0.97952	0.0418337	-0.261205	336.899	395.628	5.77487	13.9177	15.6603	13.4821	101.674	101.263	102.085	-0.821841	14.0671	 51
DATA	1534152933	200000000	8191	1	2018-08-13	09:35:33:200	14.228	206.819	86.3018	-0.868303	0.281612	-0.269368	336.899	395.753	5.7527	13.9838	15.7454	13.5433	101.675	101.263	102.087	-0.823903	14.0671	204
DATA	1534152933	300000000	8191	1	2018-08-13	09:35:33:300	14.2232	206.845	86.2999	-0.662196	-0.0846877	-0.205342	337.104	395.601	5.75316	13.9276	15.7302	13.477	101.674	101.263	102.085	-0.821841	14.0671	 68
DATA	1534152933	400000000	8191	1	2018-08-13	09:35:33:400	14.2244	206.527	86.3041	-0.469353	0.0591793	-0.373187	336.916	395.699	5.74525	13.9768	15.7823	13.5255	101.675	101.263	102.087	-0.823903	14.0671	104
DATA	1534152933	500000000	8191	1	2018-08-13	09:35:33:500	14.2254	206.532	86.2975	-0.851978	0.137745	-0.0173457	337.011	395.719	5.74528	13.9916	15.8103	13.537	101.675	101.263	102.087	-0.823903	14.0671	 37
DATA	1534152933	600000000	8191	1	2018-08-13	09:35:33:600	14.2247	206.793	86.2969	-0.708111	-0.0846877	-0.0897893	337.202	395.686	5.75232	13.9457	15.7289	13.5	101.673	101.261	102.085	-0.824153	14.0671	 54
DATA	1534152933	700000000	8191	1	2018-08-13	09:35:33:700	14.2228	206.987	86.2957	-0.885649	-0.326507	-0.30508	337.041	395.622	5.75758	13.9465	15.7988	13.4834	101.674	101.263	102.085	-0.821841	14.0671	 61
DATA	1534152933	800000000	8191	1	2018-08-13	09:35:33:800	14.2269	206.703	86.3018	-0.787697	-0.230595	-0.00994825	337.137	395.778	5.75027	13.9483	15.7365	13.5012	101.675	101.263	102.087	-0.823903	14.0671	202
DATA	1534152933	900000000	8191	1	2018-08-13	09:35:33:900	14.2212	207.015	86.2981	-0.675461	0.09183	0.0584141	337.074	395.573	5.75828	13.9396	15.7391	13.4897	101.676	101.266	102.087	-0.82159	14.0671	215
DATA	1534152934	0	8191	1	2018-08-13	09:35:34:000	14.2205	207.045	86.2993	-0.64383	-0.0867283	0.0982071	337.345	395.588	5.75964	13.9569	15.7849	13.5	101.675	101.266	102.085	-0.819528	14.0671	 88
DATA	1534152934	100000000	8191	1	2018-08-13	09:35:34:100	14.2248	207.271	86.303	-0.740762	0.027549	0.0191312	337.359	395.7	5.76578	13.947	15.7048	13.5076	101.673	101.261	102.085	-0.824153	14.0671	 72
DATA	1534152934	200000000	8191	1	2018-08-13	09:35:34:200	14.2247	207.566	86.3036	-0.755046	-0.102033	-0.0535675	337.426	395.636	5.77308	13.9218	15.6704	13.4846	101.671	101.259	102.083	-0.824392	14.0671	114
DATA	1534152934	300000000	8191	1	2018-08-13	09:35:34:300	14.2245	207.638	86.3019	-0.884629	-0.0530573	0.130092	337.442	395.663	5.77561	13.9658	15.8395	13.4974	101.676	101.266	102.087	-0.82159	14.0671	 51
DATA	1534152934	400000000	8191	1	2018-08-13	09:35:34:400	14.2248	207.829	86.3083	-0.659135	-0.0204067	0.214015	337.297	395.672	5.78089	13.9743	15.7594	13.528	101.671	101.259	102.083	-0.824392	14.0671	 41
DATA	1534152934	500000000	8191	1	2018-08-13	09:35:34:500	14.2228	207.68	86.3007	-0.739742	-0.21325	-0.181619	337.251	395.617	5.77676	14.002	15.8777	13.5331	101.67	101.259	102.081	-0.822318	14.0671	115
DATA	1534152934	600000000	8191	1	2018-08-13	09:35:34:600	14.2185	208.554	86.3048	-1.33051	-0.339771	-0.205342	337.345	395.477	5.80077	13.976	15.8344	13.5114	101.673	101.266	102.081	-0.81538	14.0671	168
DATA	1534152934	700000000	8191	1	2018-08-13	09:35:34:700	14.2228	211.663	86.3042	-1.21726	-0.325486	-0.0262736	337.2	395.667	5.88833	13.9409	15.7454	13.4897	101.671	101.261	102.081	-0.820005	14.0671	219
DATA	1534152934	800000000	8191	1	2018-08-13	09:35:34:800	14.2192	212.919	86.3036	-1.39378	-0.515268	0.158407	337.089	395.598	5.92368	13.9521	15.7607	13.5	101.671	101.261	102.081	-0.820005	14.0671	 86
DATA	1534152934	900000000	8191	1	2018-08-13	09:35:34:900	14.2204	212.062	86.303	-1.28256	-0.310181	0.149734	337.058	395.656	5.90022	13.9135	15.7874	13.4451	101.669	101.259	102.079	-0.820243	14.0671	161
DATA	1534152935	0	8191	1	2018-08-13	09:35:35:000	14.222	211.216	86.3006	-1.3448	-0.388747	0.333649	337.2	395.636	5.87572	13.9526	15.7938	13.4923	101.671	101.261	102.081	-0.820005	14.0671	136
DATA	1534152935	100000000	8191	1	2018-08-13	09:35:35:100	14.2231	210.961	86.2958	-1.07441	0.283653	-0.0456599	337.474	395.787	5.87041	13.9832	15.7632	13.5382	101.674	101.266	102.083	-0.817454	14.0671	 40
DATA	1534152935	200000000	8191	1	2018-08-13	09:35:35:200	14.2129	211.946	86.2932	-1.12339	-0.18264	-0.0464252	337.377	395.418	5.89657	13.9638	15.8243	13.4987	101.672	101.263	102.081	-0.817692	14.0671	 40
DATA	1534152935	300000000	8191	1	2018-08-13	09:35:35:300	14.2206	211.656	86.2963	-1.50703	-0.261205	-0.0216821	337.072	395.738	5.8901	13.9832	15.7989	13.5293	101.674	101.263	102.085	-0.821829	14.0671	 15
DATA	1534152935	400000000	8191	1	2018-08-13	09:35:35:400	14.2182	210.477	86.2926	-1.37745	-0.532614	-0.129837	337.218	395.647	5.85689	13.9883	15.8395	13.5255	101.679	101.27	102.087	-0.816953	14.0671	 19
DATA	1534152935	500000000	8191	1	2018-08-13	09:35:35:500	14.2175	209.82	86.2873	-1.26725	-0.21529	-0.245645	337.088	395.618	5.83846	14.0503	15.9044	13.5867	101.672	101.261	102.083	-0.822079	14.0671	185
DATA	1534152935	600000000	8191	1	2018-08-13	09:35:35:600	14.2199	209.707	86.2842	-1.36214	-0.531594	-0.125756	337.056	395.654	5.83485	13.9486	15.7328	13.5025	101.678	101.268	102.087	-0.819278	14.0671	 60
DATA	1534152935	700000000	8191	1	2018-08-13	09:35:35:700	14.2202	209.651	86.2914	-1.58458	-0.18468	-0.165804	337.044	395.597	5.83235	13.9836	15.7188	13.5497	101.676	101.266	102.085	-0.819516	14.0671	 10
DATA	1534152935	800000000	8191	1	2018-08-13	09:35:35:800	14.2241	209.514	86.2903	-1.15502	-0.375483	-0.133664	336.882	395.716	5.82868	13.9565	15.7518	13.5076	101.674	101.263	102.085	-0.821829	14.0671	 41
DATA	1534152935	900000000	8191	1	2018-08-13	09:35:35:900	14.2226	209.214	86.2934	-1.42439	-0.24488	-0.133409	336.945	395.712	5.82091	13.9522	15.7404	13.5051	101.678	101.268	102.087	-0.819278	14.0671	237
DATA	1534152936	0	8191	1	2018-08-13	09:35:36:000	14.219	208.858	86.2922	-1.39378	-0.422418	-0.146163	336.866	395.54	5.80995	13.9266	15.8218	13.4528	101.673	101.263	102.083	-0.819755	14.0671	 74
DATA	1534152936	100000000	8191	1	2018-08-13	09:35:36:100	14.2232	208.736	86.3036	-1.28358	-0.292836	-0.145397	336.769	395.604	5.80578	13.9712	15.8001	13.514	101.674	101.263	102.085	-0.821829	14.0671	229
DATA	1534152936	200000000	8191	1	2018-08-13	09:35:36:200	14.2293	206.509	86.2976	-1.12135	-0.391808	-0.253298	336.66	395.783	5.74398	13.9292	15.6972	13.4872	101.678	101.266	102.089	-0.823665	14.0671	 16
DATA	1534152936	300000000	8191	1	2018-08-13	09:35:36:300	14.2298	205.227	86.3073	-1.20297	-0.230595	-0.185446	336.675	395.845	5.70899	14.0085	15.7671	13.5689	101.674	101.263	102.085	-0.821829	14.0671	 50
DATA	1534152936	400000000	8191	1	2018-08-13	09:35:36:400	14.2289	205.647	86.3096	-1.15502	-0.18366	-0.0780555	336.946	395.798	5.72038	13.9567	15.8396	13.486	101.677	101.266	102.087	-0.82159	14.0694	229
DATA	1534152936	500000000	8191	1	2018-08-13	09:35:36:500	14.2243	207.459	86.3025	-1.31317	-0.340791	-0.173967	336.961	395.727	5.7716	13.9539	15.734	13.5089	101.674	101.263	102.085	-0.821829	14.0694	199
DATA	1534152936	600000000	8191	1	2018-08-13	09:35:36:600	14.2239	208.964	86.303	-1.13767	-0.387727	-0.0377523	336.995	395.658	5.81263	14.0037	15.804	13.5536	101.672	101.261	102.083	-0.822079	14.0694	246
